cast_vote_record,precinct,ballot_style,governor_lt_governor,comptroller,attorney_general,u_s_senator,representative_in_congress_6
975,002-016,002-016,DEM,DEM,DEM,DEM,DEM
981,009-009,009-009,DEM,DEM,DEM,DEM,DEM
983,021-004,021-004,DEM,DEM,DEM,DEM,DEM
985,001-001,001-001,DEM,DEM,DEM,DEM,DEM
988,002-004,002-004,DEM,DEM,DEM,DEM,DEM
990,012-001,012-001,REP,REP,REP,REP,REP
991,002-017,002-017,REP,REP,REP,REP,REP
992,002-008,002-008,REP,REP,REP,REP,REP
993,002-008,002-008,REP,REP,REP,REP,REP
996,024-005,024-005,DEM,REP,DEM,DEM,REP
999,013-001,013-001,DEM,DEM,DEM,DEM,DEM
1000,002-014,002-014,DEM,REP,DEM,REP,DEM
1003,023-001,023-001,DEM,DEM,DEM,DEM,DEM
1006,012-001,012-001,REP,REP,REP,REP,REP
1007,001-001,001-001,REP,REP,REP,REP,REP
1010,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1011,002-018,002-018,DEM,DEM,DEM,DEM,DEM
1013,021-002,021-002,DEM,DEM,DEM,DEM,DEM
1018,018-001,018-001,REP,REP,REP,REP,REP
1024,008-001,008-001,DEM,DEM,DEM,DEM,DEM
1027,002-013,002-013,DEM,DEM,DEM,DEM,DEM
1031,013-001,013-001,DEM,DEM,DEM,DEM,DEM
1034,001-001,001-001,DEM,DEM,DEM,DEM,DEM
1037,024-003,024-003,DEM,DEM,DEM,DEM,DEM
1040,015-002,015-002,REP,REP,REP,REP,DEM
1041,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1042,002-013,002-013,DEM,DEM,DEM,DEM,DEM
1044,023-001,023-001,REP,REP,REP,REP,REP
1047,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1048,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1049,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1050,021-004,021-004,DEM,REP,DEM,DEM,DEM
1053,001-002,001-002,REP,REP,REP,REP,REP
1055,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1056,009-009,009-009,DEM,DEM,DEM,DEM,DEM
1058,013-001,013-001,REP,REP,REP,REP,REP
1060,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1061,021-001,021-001,DEM,DEM,DEM,DEM,DEM
1062,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1064,008-001,008-001,DEM,DEM,DEM,DEM,DEM
1065,009-008,009-008,undervote,REP,REP,REP,REP
1067,021-003,021-003,DEM,DEM,DEM,DEM,DEM
1068,001-001,001-001,DEM,DEM,DEM,DEM,DEM
1070,024-002,024-002,REP,REP,REP,REP,REP
1071,021-002,021-002,DEM,DEM,DEM,DEM,DEM
1075,013-001,013-001,DEM,DEM,DEM,DEM,DEM
1078,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1080,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1083,002-006,002-006,REP,REP,REP,REP,REP
1085,014-001,014-001,REP,REP,REP,REP,REP
1087,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1089,002-016,002-016,NA,DEM,DEM,DEM,DEM
1090,002-005,002-005,REP,REP,REP,REP,REP
1094,002-011,002-011,DEM,undervote,DEM,DEM,DEM
1097,002-014,002-014,DEM,DEM,DEM,DEM,DEM
1099,009-006,009-006,REP,REP,REP,REP,REP
1101,021-003,021-003,REP,REP,REP,REP,REP
1105,009-006,009-006,DEM,REP,DEM,DEM,DEM
1108,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1109,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1111,009-007,009-007,REP,REP,REP,REP,REP
1112,002-005,002-005,undervote,REP,REP,REP,REP
1113,002-007,002-007,LIB,REP,REP,REP,REP
1114,014-001,014-001,REP,REP,REP,REP,REP
1115,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1117,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1123,009-008,009-008,REP,REP,REP,REP,REP
1125,001-003,001-003,REP,DEM,REP,REP,REP
1127,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1129,026-001,026-001,DEM,DEM,DEM,DEM,DEM
1130,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1131,002-005,002-005,REP,REP,REP,REP,REP
1135,002-007,002-007,REP,REP,REP,REP,REP
1138,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1139,021-003,021-003,DEM,DEM,DEM,DEM,DEM
1140,020-001,020-001,DEM,DEM,DEM,DEM,DEM
1141,002-011,002-011,REP,REP,REP,REP,REP
1143,024-005,024-005,REP,REP,REP,REP,REP
1145,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1152,002-013,002-013,DEM,DEM,DEM,DEM,DEM
1153,008-001,008-001,REP,REP,REP,DEM,REP
1156,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1157,024-001,024-001,REP,REP,REP,REP,REP
1160,021-001,021-001,REP,REP,REP,REP,REP
1163,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1164,008-001,008-001,DEM,DEM,DEM,DEM,DEM
1165,021-003,021-003,undervote,REP,REP,REP,REP
1167,014-001,014-001,REP,REP,REP,REP,REP
1169,009-007,009-007,REP,REP,REP,REP,REP
1171,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1173,023-002,023-002,REP,REP,REP,REP,REP
1174,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1179,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1181,002-002,002-002,REP,REP,REP,REP,REP
1183,018-002,018-002,DEM,DEM,DEM,DEM,DEM
1184,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1186,009-008,009-008,REP,REP,REP,REP,REP
1187,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1188,002-015,002-015,REP,REP,REP,REP,DEM
1190,002-014,002-014,DEM,DEM,DEM,DEM,DEM
1192,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1193,024-005,024-005,DEM,DEM,DEM,DEM,DEM
1195,001-002,001-002,REP,REP,REP,REP,REP
1198,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1203,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1206,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1213,001-002,001-002,REP,REP,REP,REP,REP
1215,002-010,002-010,REP,REP,REP,REP,REP
1218,025-001,025-001,DEM,DEM,DEM,DEM,DEM
1219,009-007,009-007,DEM,DEM,DEM,DEM,DEM
1221,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1223,002-006,002-006,LIB,REP,REP,DEM,REP
1224,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1226,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1227,002-013,002-013,DEM,DEM,DEM,DEM,DEM
1229,024-001,024-001,REP,REP,DEM,REP,DEM
1230,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1232,009-007,009-007,DEM,REP,DEM,REP,REP
1235,009-001,009-001,REP,REP,REP,REP,REP
1237,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1238,002-007,002-007,REP,REP,REP,REP,REP
1239,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1240,026-002,026-002,DEM,DEM,DEM,DEM,DEM
1241,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1242,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1247,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1249,001-003,001-003,REP,REP,REP,REP,REP
1250,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1251,002-017,002-017,DEM,DEM,DEM,DEM,DEM
1256,009-005,009-005,REP,REP,REP,REP,REP
1259,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1260,012-001,012-001,DEM,DEM,DEM,DEM,DEM
1262,002-004,002-004,REP,REP,REP,REP,REP
1264,013-003,013-003,REP,REP,REP,REP,REP
1265,009-007,009-007,REP,REP,REP,REP,REP
1266,021-009,021-009,REP,REP,REP,DEM,REP
1268,002-004,002-004,REP,REP,REP,REP,REP
1269,002-011,002-011,REP,REP,REP,REP,REP
1272,002-007,002-007,REP,REP,REP,REP,REP
1274,002-005,002-005,DEM,undervote,DEM,DEM,DEM
1275,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1276,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1277,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1278,002-016,002-016,DEM,DEM,DEM,DEM,DEM
1279,018-002,018-002,DEM,DEM,DEM,DEM,DEM
1281,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1282,002-013,002-013,REP,REP,REP,REP,REP
1283,009-009,009-009,REP,REP,REP,REP,REP
1284,002-011,002-011,REP,REP,REP,REP,REP
1289,013-001,013-001,DEM,DEM,DEM,DEM,DEM
1291,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1292,021-007,021-007,DEM,DEM,DEM,DEM,DEM
1293,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1294,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1297,026-002,026-002,REP,REP,REP,REP,REP
1298,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1303,026-002,026-002,DEM,REP,REP,REP,REP
1307,002-018,002-018,DEM,DEM,DEM,DEM,DEM
1309,009-007,009-007,REP,REP,REP,REP,REP
1312,026-002,026-002,DEM,DEM,DEM,DEM,DEM
1314,002-002,002-002,DEM,DEM,DEM,DEM,DEM
1316,002-013,002-013,REP,REP,REP,REP,REP
1317,002-011,002-011,DEM,DEM,REP,REP,DEM
1318,002-017,002-017,DEM,DEM,DEM,DEM,DEM
1321,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1323,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1324,022-001,022-001,DEM,DEM,DEM,DEM,DEM
1330,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1331,002-005,002-005,REP,REP,REP,REP,REP
1333,002-014,002-014,DEM,DEM,DEM,DEM,DEM
1336,002-003,002-003,DEM,DEM,DEM,REP,DEM
1337,021-003,021-003,REP,REP,REP,REP,REP
1338,021-004,021-004,DEM,REP,DEM,DEM,REP
1340,014-001,014-001,DEM,DEM,DEM,DEM,DEM
1341,021-001,021-001,DEM,DEM,DEM,DEM,DEM
1343,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1344,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1349,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1352,002-010,002-010,REP,REP,REP,REP,REP
1353,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1354,018-002,018-002,REP,REP,REP,REP,REP
1360,002-002,002-002,REP,REP,REP,REP,REP
1363,002-010,002-010,REP,REP,REP,REP,REP
1366,001-001,001-001,DEM,DEM,DEM,DEM,DEM
1368,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1371,009-006,009-006,WCP,DEM,REP,REP,REP
1373,002-017,002-017,DEM,DEM,DEM,DEM,DEM
1376,024-003,024-003,REP,REP,REP,REP,REP
1380,019-001,019-001,REP,REP,REP,REP,REP
1382,002-003,002-003,REP,REP,REP,REP,REP
1384,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1387,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1388,026-001,026-001,REP,REP,REP,REP,REP
1389,002-001,002-001,REP,REP,REP,REP,REP
1390,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1391,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1393,018-001,018-001,DEM,DEM,DEM,DEM,DEM
1394,026-001,026-001,DEM,DEM,DEM,DEM,DEM
1397,009-007,009-007,DEM,DEM,DEM,DEM,DEM
1399,023-005,023-005,REP,REP,REP,REP,REP
1400,014-001,014-001,REP,REP,REP,REP,REP
1401,026-002,026-002,DEM,DEM,DEM,DEM,DEM
1403,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1405,021-003,021-003,DEM,REP,REP,DEM,DEM
1407,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1412,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1416,018-001,018-001,REP,REP,REP,REP,REP
1417,002-004,002-004,REP,REP,REP,REP,REP
1418,012-001,012-001,DEM,DEM,DEM,DEM,DEM
1419,025-001,025-001,LIB,DEM,DEM,DEM,DEM
1421,024-001,024-001,REP,REP,DEM,DEM,DEM
1427,002-002,002-002,DEM,DEM,DEM,DEM,DEM
1429,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1430,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1435,001-001,001-001,DEM,DEM,DEM,DEM,DEM
1438,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1440,002-016,002-016,REP,REP,REP,REP,REP
1442,002-016,002-016,REP,REP,REP,REP,REP
1445,003-001,003-001,DEM,DEM,DEM,DEM,DEM
1449,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1451,026-001,026-001,REP,REP,DEM,DEM,REP
1452,023-001,023-001,DEM,DEM,DEM,DEM,DEM
1453,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1454,024-001,024-001,REP,REP,REP,REP,REP
1455,021-003,021-003,REP,REP,REP,REP,REP
1456,002-011,002-011,REP,REP,REP,REP,REP
1459,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1461,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1464,014-001,014-001,REP,REP,REP,REP,REP
1466,002-006,002-006,REP,REP,REP,REP,REP
1467,002-010,002-010,DEM,REP,undervote,DEM,DEM
1468,021-001,021-001,REP,REP,REP,REP,REP
1470,024-002,024-002,DEM,DEM,DEM,DEM,DEM
1471,002-014,002-014,DEM,DEM,DEM,DEM,DEM
1474,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1476,002-001,002-001,REP,REP,REP,REP,REP
1479,002-016,002-016,DEM,DEM,DEM,DEM,DEM
1480,002-010,002-010,DEM,REP,DEM,DEM,DEM
1481,003-001,003-001,REP,REP,REP,REP,REP
1482,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1484,002-017,002-017,DEM,DEM,DEM,DEM,DEM
1485,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1486,013-001,013-001,REP,REP,REP,REP,REP
1488,021-002,021-002,DEM,DEM,DEM,DEM,DEM
1490,002-010,002-010,REP,REP,REP,REP,REP
1493,001-002,001-002,DEM,REP,REP,DEM,DEM
1494,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1496,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1497,026-001,026-001,DEM,DEM,DEM,DEM,DEM
1498,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1502,002-016,002-016,DEM,DEM,DEM,DEM,DEM
1505,019-001,019-001,REP,REP,REP,REP,REP
1508,010-002,010-002,REP,REP,REP,REP,REP
1509,009-007,009-007,REP,REP,REP,REP,REP
1510,002-004,002-004,DEM,undervote,undervote,DEM,DEM
1511,023-001,023-001,DEM,undervote,undervote,DEM,DEM
1512,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1513,002-016,002-016,REP,REP,REP,REP,REP
1516,024-002,024-002,DEM,DEM,DEM,DEM,DEM
1518,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1520,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1521,002-002,002-002,REP,REP,REP,REP,REP
1522,002-011,002-011,REP,REP,REP,REP,REP
1523,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1525,001-003,001-003,REP,REP,REP,REP,REP
1527,002-010,002-010,REP,REP,REP,REP,REP
1529,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1530,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1532,002-014,002-014,REP,REP,REP,REP,REP
1535,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1536,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1537,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1538,021-004,021-004,REP,REP,REP,REP,REP
1539,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1543,026-001,026-001,DEM,DEM,DEM,DEM,DEM
1544,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1546,013-001,013-001,DEM,DEM,DEM,DEM,DEM
1547,024-001,024-001,WCP,REP,REP,DEM,DEM
1549,002-014,002-014,REP,REP,REP,REP,REP
1551,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1554,002-013,002-013,DEM,DEM,DEM,DEM,DEM
1555,024-002,024-002,DEM,DEM,DEM,DEM,DEM
1559,021-004,021-004,REP,REP,REP,REP,REP
1560,001-002,001-002,REP,REP,REP,REP,REP
1562,002-016,002-016,DEM,DEM,DEM,DEM,DEM
1564,014-001,014-001,REP,REP,REP,REP,REP
1565,021-003,021-003,DEM,DEM,DEM,DEM,DEM
1566,002-007,002-007,REP,REP,DEM,DEM,REP
1567,014-002,014-002,REP,REP,REP,REP,REP
1568,002-010,002-010,REP,REP,DEM,DEM,DEM
1569,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1570,013-003,013-003,REP,REP,REP,REP,REP
1575,023-001,023-001,REP,REP,REP,REP,REP
1577,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1581,009-008,009-008,LIB,DEM,DEM,DEM,REP
1583,024-005,024-005,REP,REP,REP,REP,REP
1584,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1588,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1589,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1594,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1596,002-018,002-018,REP,REP,REP,REP,REP
1601,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1603,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1606,014-001,014-001,REP,REP,DEM,REP,REP
1608,002-013,002-013,DEM,DEM,DEM,DEM,DEM
1609,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1611,014-001,014-001,DEM,DEM,DEM,DEM,DEM
1612,009-001,009-001,DEM,DEM,DEM,DEM,DEM
1613,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1616,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1617,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1618,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1619,012-001,012-001,REP,REP,REP,REP,REP
1620,002-017,002-017,DEM,DEM,DEM,DEM,DEM
1622,023-005,023-005,DEM,REP,DEM,DEM,DEM
1624,002-004,002-004,LIB,REP,REP,REP,REP
1626,002-010,002-010,REP,REP,REP,REP,REP
1630,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1631,002-015,002-015,DEM,REP,DEM,DEM,DEM
1632,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1634,021-004,021-004,REP,REP,REP,REP,REP
1636,014-001,014-001,REP,REP,REP,REP,REP
1638,021-007,021-007,REP,REP,REP,REP,REP
1640,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1641,011-001,011-001,DEM,DEM,DEM,DEM,DEM
1643,009-005,009-005,DEM,DEM,DEM,DEM,DEM
1644,009-002,009-002,REP,REP,REP,REP,REP
1646,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1648,021-003,021-003,DEM,DEM,DEM,DEM,DEM
1651,013-001,013-001,DEM,DEM,DEM,DEM,DEM
1652,002-018,002-018,DEM,DEM,DEM,DEM,DEM
1654,026-001,026-001,DEM,DEM,DEM,DEM,DEM
1656,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1657,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1660,002-002,002-002,REP,REP,REP,REP,REP
1661,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1663,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1668,013-001,013-001,REP,REP,REP,REP,REP
1671,002-004,002-004,REP,REP,REP,REP,REP
1675,008-001,008-001,REP,REP,REP,REP,REP
1676,009-006,009-006,REP,REP,REP,REP,REP
1677,001-003,001-003,DEM,DEM,DEM,DEM,DEM
1678,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1680,023-005,023-005,REP,REP,REP,REP,REP
1692,009-006,009-006,REP,REP,REP,REP,REP
1694,012-001,012-001,DEM,DEM,DEM,DEM,DEM
1696,024-002,024-002,DEM,DEM,DEM,DEM,REP
1698,002-010,002-010,DEM,REP,DEM,DEM,DEM
1700,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1701,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1705,021-003,021-003,DEM,DEM,DEM,DEM,REP
1706,002-004,002-004,DEM,REP,undervote,undervote,REP
1708,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1709,002-014,002-014,REP,REP,REP,REP,REP
1710,001-002,001-002,REP,REP,REP,REP,REP
1713,026-002,026-002,DEM,DEM,DEM,DEM,DEM
1714,014-001,014-001,REP,REP,REP,REP,REP
1716,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1718,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1721,025-001,025-001,DEM,DEM,DEM,DEM,DEM
1722,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1724,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1726,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1727,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1729,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1731,002-005,002-005,DEM,DEM,DEM,DEM,undervote
1732,002-015,002-015,DEM,DEM,DEM,DEM,DEM
1734,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1736,009-009,009-009,REP,REP,REP,REP,REP
1737,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1739,021-003,021-003,DEM,DEM,DEM,DEM,DEM
1742,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1743,021-001,021-001,DEM,DEM,DEM,DEM,DEM
1744,002-007,002-007,REP,REP,REP,REP,REP
1745,009-007,009-007,DEM,DEM,DEM,DEM,DEM
1746,021-003,021-003,DEM,REP,DEM,DEM,DEM
1747,003-003,003-003,REP,REP,REP,REP,REP
1750,002-017,002-017,DEM,REP,DEM,DEM,undervote
1752,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1753,009-001,009-001,DEM,DEM,DEM,DEM,DEM
1754,002-007,002-007,REP,REP,REP,REP,REP
1757,002-015,002-015,REP,REP,REP,REP,REP
1759,002-018,002-018,DEM,DEM,DEM,DEM,DEM
1760,024-001,024-001,REP,REP,REP,REP,REP
1762,021-004,021-004,REP,REP,REP,REP,REP
1765,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1767,001-001,001-001,REP,REP,REP,REP,REP
1769,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1770,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1772,002-003,002-003,DEM,REP,DEM,DEM,DEM
1774,002-014,002-014,DEM,DEM,DEM,DEM,DEM
1775,021-002,021-002,DEM,DEM,DEM,DEM,DEM
1777,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1779,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1786,023-005,023-005,REP,REP,REP,REP,REP
1788,014-001,014-001,DEM,DEM,DEM,DEM,DEM
1789,002-005,002-005,REP,REP,REP,REP,REP
1790,001-002,001-002,REP,REP,REP,REP,REP
1791,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1793,021-001,021-001,DEM,DEM,DEM,DEM,DEM
1795,012-001,012-001,DEM,DEM,DEM,DEM,DEM
1800,001-002,001-002,REP,REP,REP,REP,REP
1802,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1803,024-003,024-003,DEM,DEM,DEM,DEM,DEM
1804,002-005,002-005,DEM,DEM,DEM,DEM,DEM
1808,025-001,025-001,DEM,DEM,DEM,DEM,DEM
1809,021-007,021-007,REP,REP,REP,REP,REP
1810,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1811,002-003,002-003,REP,REP,REP,REP,REP
1813,002-008,002-008,REP,REP,REP,REP,REP
1816,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1818,003-002,003-002,DEM,DEM,DEM,DEM,DEM
1820,002-007,002-007,REP,REP,REP,REP,REP
1821,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1822,003-003,003-003,REP,REP,REP,REP,REP
1823,002-011,002-011,REP,REP,REP,REP,REP
1824,002-007,002-007,REP,REP,REP,REP,REP
1826,001-003,001-003,REP,REP,REP,REP,REP
1828,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1829,001-001,001-001,LIB,REP,REP,REP,REP
1830,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1832,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1836,014-001,014-001,DEM,DEM,DEM,DEM,DEM
1837,023-001,023-001,REP,REP,REP,REP,REP
1838,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1839,021-002,021-002,REP,REP,REP,REP,REP
1841,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1842,002-011,002-011,DEM,DEM,DEM,DEM,DEM
1844,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1846,002-006,002-006,DEM,DEM,DEM,DEM,DEM
1848,002-018,002-018,DEM,DEM,DEM,DEM,DEM
1849,002-010,002-010,DEM,DEM,DEM,DEM,DEM
1850,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1853,002-011,002-011,REP,REP,REP,REP,REP
1854,002-008,002-008,REP,REP,REP,DEM,REP
1858,024-001,024-001,REP,REP,REP,REP,REP
1859,002-007,002-007,REP,REP,REP,REP,REP
1863,002-016,002-016,REP,REP,REP,REP,REP
1864,002-002,002-002,REP,REP,REP,REP,REP
1867,002-003,002-003,REP,REP,REP,REP,REP
1869,024-002,024-002,REP,REP,REP,REP,REP
1871,001-001,001-001,REP,REP,REP,REP,REP
1875,002-014,002-014,DEM,DEM,REP,DEM,DEM
1877,002-008,002-008,REP,REP,REP,REP,REP
1878,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1880,001-002,001-002,DEM,REP,DEM,DEM,DEM
1882,002-014,002-014,DEM,DEM,DEM,DEM,DEM
1885,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1886,024-001,024-001,LIB,REP,REP,REP,DEM
1891,002-008,002-008,DEM,DEM,DEM,DEM,DEM
1894,012-001,012-001,REP,REP,REP,DEM,REP
1896,002-003,002-003,LIB,REP,REP,REP,REP
1899,009-001,009-001,DEM,DEM,DEM,DEM,DEM
1901,023-005,023-005,DEM,DEM,DEM,DEM,DEM
1902,001-002,001-002,DEM,DEM,DEM,DEM,DEM
1903,002-016,002-016,DEM,DEM,DEM,DEM,DEM
1905,002-010,002-010,DEM,REP,DEM,DEM,DEM
1909,023-001,023-001,DEM,DEM,DEM,DEM,DEM
1912,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1913,002-018,002-018,DEM,DEM,DEM,DEM,DEM
1916,002-011,002-011,REP,REP,REP,REP,REP
1917,021-004,021-004,DEM,DEM,DEM,DEM,DEM
1919,021-007,021-007,DEM,DEM,DEM,DEM,DEM
1922,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1924,002-007,002-007,DEM,DEM,DEM,DEM,DEM
1925,023-001,023-001,REP,REP,REP,REP,REP
1926,002-001,002-001,DEM,DEM,DEM,DEM,DEM
1928,021-002,021-002,DEM,DEM,DEM,DEM,DEM
1929,013-001,013-001,REP,REP,REP,REP,REP
1930,009-005,009-005,DEM,DEM,DEM,DEM,DEM
1932,009-006,009-006,DEM,DEM,DEM,DEM,DEM
1934,014-001,014-001,REP,REP,REP,REP,REP
1935,002-004,002-004,DEM,DEM,DEM,DEM,DEM
1939,026-001,026-001,DEM,DEM,DEM,DEM,DEM
1941,003-002,003-002,REP,REP,REP,REP,REP
1942,002-003,002-003,DEM,DEM,DEM,DEM,DEM
1944,009-009,009-009,DEM,DEM,DEM,DEM,DEM
